近鉄,生駒鋼索線,鳥居前,0
近鉄,生駒鋼索線,宝山寺,0.9
近鉄,生駒鋼索線,梅屋敷,0.3
近鉄,生駒鋼索線,霞ヶ丘,0.4
近鉄,生駒鋼索線,生駒山上,0.4
