近鉄,近鉄長野線,古市,0
近鉄,近鉄長野線,喜志,3.4
近鉄,近鉄長野線,富田林,2.3
近鉄,近鉄長野線,富田林西口,0.6
近鉄,近鉄長野線,川西,1
近鉄,近鉄長野線,滝谷不動,1.4
近鉄,近鉄長野線,汐ノ宮,1.8
近鉄,近鉄長野線,河内長野,2
